종목명,종목코드,시장,섹터코드,섹터명
씨젠,096530,KOSDAQ,S99,기타
씨큐브,101240,KOSDAQ,S99,기타
씨티케이,260930,KOSDAQ,S99,기타
씨피시스템,413630,KOSDAQ,S99,기타
아가방컴퍼니,013990,KOSDAQ,S99,기타
아나패스,123860,KOSDAQ,S99,기타
아난티,025980,KOSDAQ,S99,기타
아로마티카,0015N0,KOSDAQ,S99,기타
아모그린텍,125210,KOSDAQ,S99,기타
아모센스,357580,KOSDAQ,S99,기타
아모텍,052710,KOSDAQ,S99,기타
아미노로직스,074430,KOSDAQ,S99,기타
아미코젠,092040,KOSDAQ,S99,기타
아바코,083930,KOSDAQ,S99,기타
아바텍,149950,KOSDAQ,S99,기타
아비코전자,036010,KOSDAQ,S99,기타
아세아텍,050860,KOSDAQ,S99,기타
아셈스,136410,KOSDAQ,S99,기타
아스타,246720,KOSDAQ,S99,기타
아스테라시스,450950,KOSDAQ,S99,기타
아스트,067390,KOSDAQ,S99,기타
아스플로,159010,KOSDAQ,S99,기타
아시아경제,127710,KOSDAQ,S99,기타
아시아종묘,154030,KOSDAQ,S99,기타
아우딘퓨쳐스,227610,KOSDAQ,S99,기타
아우토크립트,331740,KOSDAQ,S99,기타
아이디스,143160,KOSDAQ,S99,기타
아이디스홀딩스,054800,KOSDAQ,S99,기타
아이디피,332370,KOSDAQ,S99,기타
아이로보틱스,066430,KOSDAQ,S99,기타
아이비김영,339950,KOSDAQ,S99,기타
아이비젼웍스,469750,KOSDAQ,S99,기타
아이빔테크놀로지,460470,KOSDAQ,S99,기타
아이센스,099190,KOSDAQ,S99,기타
아이스크림미디어,461300,KOSDAQ,S99,기타
아이스크림에듀,289010,KOSDAQ,S99,기타
아이쓰리시스템,214430,KOSDAQ,S99,기타
아이씨디,040910,KOSDAQ,S99,기타
아이씨에이치,368600,KOSDAQ,S99,기타
아이씨티케이,456010,KOSDAQ,S99,기타
아이앤씨,052860,KOSDAQ,S99,기타
아이언디바이스,464500,KOSDAQ,S99,기타
아이에스티이,212710,KOSDAQ,S99,기타
아이에이,038880,KOSDAQ,S99,기타
아이엘,307180,KOSDAQ,S99,기타
아이엠비디엑스,461030,KOSDAQ,S99,기타
아이엠티,451220,KOSDAQ,S99,기타
아이오케이이엔엠,078860,KOSDAQ,S99,기타
아이윈,090150,KOSDAQ,S99,기타
아이즈비전,031310,KOSDAQ,S99,기타
아이지넷,462980,KOSDAQ,S99,기타
아이진,185490,KOSDAQ,S99,기타
아이컴포넌트,059100,KOSDAQ,S99,기타
아이퀘스트,262840,KOSDAQ,S99,기타
아이큐어,175250,KOSDAQ,S99,기타
아이크래프트,052460,KOSDAQ,S99,기타
아이텍,119830,KOSDAQ,S99,기타
아이톡시,052770,KOSDAQ,S99,기타
아이티센글로벌,124500,KOSDAQ,S99,기타
아이티센엔텍,010280,KOSDAQ,S99,기타
아이티센피엔에스,232830,KOSDAQ,S99,기타
아이티아이즈,372800,KOSDAQ,S99,기타
아이티켐,309710,KOSDAQ,S99,기타
아이패밀리에스씨,114840,KOSDAQ,S99,기타
아주IB투자,027360,KOSDAQ,S99,기타
아즈텍WB,032080,KOSDAQ,S99,기타
아진산업,013310,KOSDAQ,S99,기타
아진엑스텍,059120,KOSDAQ,S99,기타
아크릴,0007C0,KOSDAQ,S99,기타
아톤,158430,KOSDAQ,S99,기타
아틀라스링크,297570,KOSDAQ,S99,기타
아티스트스튜디오,200350,KOSDAQ,S99,기타
아티스트컴퍼니,321820,KOSDAQ,S99,기타
안국약품,001540,KOSDAQ,S99,기타
안랩,053800,KOSDAQ,S99,기타
안트로젠,065660,KOSDAQ,S99,기타
알멕,354320,KOSDAQ,S99,기타
알비더블유,361570,KOSDAQ,S99,기타
알서포트,131370,KOSDAQ,S99,기타
알에프세미,096610,KOSDAQ,S99,기타
알에프텍,061040,KOSDAQ,S99,기타
알엔투테크놀로지,148250,KOSDAQ,S99,기타
알엔티엑스,123010,KOSDAQ,S99,기타
알지노믹스,476830,KOSDAQ,S99,기타
알체라,347860,KOSDAQ,S99,기타
알톤,123750,KOSDAQ,S99,기타
알트,459550,KOSDAQ,S99,기타
알티캐스트,085810,KOSDAQ,S99,기타
알파AI,043100,KOSDAQ,S99,기타
알파칩스,117670,KOSDAQ,S99,기타
압타머사이언스,291650,KOSDAQ,S99,기타
애니플러스,310200,KOSDAQ,S99,기타
애드포러스,397810,KOSDAQ,S99,기타
액스비스,0011A0,KOSDAQ,S99,기타
액토즈소프트,052790,KOSDAQ,S99,기타
액트로,290740,KOSDAQ,S99,기타
앤디포스,238090,KOSDAQ,S99,기타
앤로보틱스,138360,KOSDAQ,S99,기타
앤씨앤,092600,KOSDAQ,S99,기타
앱코,129890,KOSDAQ,S99,기타
앱클론,174900,KOSDAQ,S99,기타
앱토크롬,109960,KOSDAQ,S99,기타
앱튼,270520,KOSDAQ,S99,기타
야스,255440,KOSDAQ,S99,기타
양지사,030960,KOSDAQ,S99,기타
얼라인드,238120,KOSDAQ,S99,기타
에너토크,019990,KOSDAQ,S99,기타
에르코스,435570,KOSDAQ,S99,기타
에브리봇,270660,KOSDAQ,S99,기타
에스넷,038680,KOSDAQ,S99,기타
에스디생명공학,217480,KOSDAQ,S99,기타
에스디시스템,121890,KOSDAQ,S99,기타
에스비비테크,389500,KOSDAQ,S99,기타
에스씨디,042110,KOSDAQ,S99,기타
에스아이리소스,065420,KOSDAQ,S99,기타
에스앤더블류,103230,KOSDAQ,S99,기타
에스앤디,260970,KOSDAQ,S99,기타
에스앤에스텍,101490,KOSDAQ,S99,기타
에스에너지,095910,KOSDAQ,S99,기타
에스에스알,275630,KOSDAQ,S99,기타
에스에이엠티,031330,KOSDAQ,S99,기타
에스에이티,060540,KOSDAQ,S99,기타
에스엔시스,0008Z0,KOSDAQ,S99,기타
에스엠,041510,KOSDAQ,S99,기타
에스엠씨지,460870,KOSDAQ,S99,기타
에스오에스랩,464080,KOSDAQ,S99,기타
에스와이,109610,KOSDAQ,S99,기타
에스와이스틸텍,365330,KOSDAQ,S99,기타
에스제이그룹,306040,KOSDAQ,S99,기타
에스켐,475660,KOSDAQ,S99,기타
에스코넥,096630,KOSDAQ,S99,기타
에스텍,069510,KOSDAQ,S99,기타
에스투더블유,488280,KOSDAQ,S99,기타
에스트래픽,234300,KOSDAQ,S99,기타
에스티아이,039440,KOSDAQ,S99,기타
에스티오,098660,KOSDAQ,S99,기타
에스티큐브,052020,KOSDAQ,S99,기타
에스티팜,237690,KOSDAQ,S99,기타
에스팀,458350,KOSDAQ,S99,기타
에스폴리텍,050760,KOSDAQ,S99,기타
에스프리즘,288620,KOSDAQ,S99,기타
에스피소프트,443670,KOSDAQ,S99,기타
에스피시스템스,317830,KOSDAQ,S99,기타
에스피지,058610,KOSDAQ,S99,기타
에쎈테크,043340,KOSDAQ,S99,기타
에어레인,163280,KOSDAQ,S99,기타
에이디테크놀로지,200710,KOSDAQ,S99,기타
에이럭스,475580,KOSDAQ,S99,기타
에이루트,096690,KOSDAQ,S99,기타
에이비온,203400,KOSDAQ,S99,기타
에이스침대,003800,KOSDAQ,S99,기타
에이스테크,088800,KOSDAQ,S99,기타
에이스토리,241840,KOSDAQ,S99,기타
에이아이코리아,364950,KOSDAQ,S99,기타
에이에스텍,453860,KOSDAQ,S99,기타
에이에프더블류,312610,KOSDAQ,S99,기타
에이엘티,172670,KOSDAQ,S99,기타
에이유브랜즈,481070,KOSDAQ,S99,기타
에이전트AI,060900,KOSDAQ,S99,기타
에이직랜드,445090,KOSDAQ,S99,기타
에이치브이엠,295310,KOSDAQ,S99,기타
에이치시티,072990,KOSDAQ,S99,기타
에이치엔에스하이텍,044990,KOSDAQ,S99,기타
에이치엘사이언스,239610,KOSDAQ,S99,기타
에이치엠넥스,036170,KOSDAQ,S99,기타
에이치엠씨제7호스팩,477340,KOSDAQ,S99,기타
에이치와이티씨,148930,KOSDAQ,S99,기타
에이치케이,044780,KOSDAQ,S99,기타
에이치피오,357230,KOSDAQ,S99,기타
에이텀,355690,KOSDAQ,S99,기타
에이테크솔루션,071670,KOSDAQ,S99,기타
에이텍,045660,KOSDAQ,S99,기타
에이텍모빌리티,224110,KOSDAQ,S99,기타
에이티넘인베스트,021080,KOSDAQ,S99,기타
에이팩트,200470,KOSDAQ,S99,기타
에이프로,262260,KOSDAQ,S99,기타
에치에프알,230240,KOSDAQ,S99,기타
에코글로우,159910,KOSDAQ,S99,기타
에코볼트,097780,KOSDAQ,S99,기타
에코심플렉스,038870,KOSDAQ,S99,기타
에코아이,448280,KOSDAQ,S99,기타
에코앤드림,101360,KOSDAQ,S99,기타
에코캡,128540,KOSDAQ,S99,기타
에코플라스틱,038110,KOSDAQ,S99,기타
에프알텍,073540,KOSDAQ,S99,기타
에프앤가이드,064850,KOSDAQ,S99,기타
에프에스티,036810,KOSDAQ,S99,기타
에프엔씨엔터,173940,KOSDAQ,S99,기타
에프엔에스테크,083500,KOSDAQ,S99,기타
에피소드컴퍼니,317530,KOSDAQ,S99,기타
엑사이엔씨,054940,KOSDAQ,S99,기타
엑셀세라퓨틱스,373110,KOSDAQ,S99,기타
엑셈,205100,KOSDAQ,S99,기타
엑스게이트,356680,KOSDAQ,S99,기타
엑스큐어,070300,KOSDAQ,S99,기타
엑스페릭스,317770,KOSDAQ,S99,기타
엑스플러스,373200,KOSDAQ,S99,기타
엑시온그룹,069920,KOSDAQ,S99,기타
엑시콘,092870,KOSDAQ,S99,기타
엔브이에이치코리아,067570,KOSDAQ,S99,기타
엔비알모션,0004V0,KOSDAQ,S99,기타
엔비티,236810,KOSDAQ,S99,기타
엔시스,333620,KOSDAQ,S99,기타
엔시트론,101400,KOSDAQ,S99,기타
엔알비,475230,KOSDAQ,S99,기타
엔에이치스팩31호,481890,KOSDAQ,S99,기타
엔에이치스팩32호,0054V0,KOSDAQ,S99,기타
엔에이치스팩33호,0130H0,KOSDAQ,S99,기타
엔에프씨,265740,KOSDAQ,S99,기타
엔젤로보틱스,455900,KOSDAQ,S99,기타
엔젯,419080,KOSDAQ,S99,기타
엔지켐생명과학,183490,KOSDAQ,S99,기타
엔켐,348370,KOSDAQ,S99,기타
엔텔스,069410,KOSDAQ,S99,기타
엔투텍,227950,KOSDAQ,S99,기타
엔피,291230,KOSDAQ,S99,기타
엔피케이,048830,KOSDAQ,S99,기타
엘디티,096870,KOSDAQ,S99,기타
엘에스스팩1호,0041J0,KOSDAQ,S99,기타
엘엠에스,073110,KOSDAQ,S99,기타
엘오티베큠,083310,KOSDAQ,S99,기타
엘컴텍,037950,KOSDAQ,S99,기타
엘케이켐,489500,KOSDAQ,S99,기타
엘티씨,170920,KOSDAQ,S99,기타
엠디바이스,226590,KOSDAQ,S99,기타
엠로,058970,KOSDAQ,S99,기타
엠브레인,169330,KOSDAQ,S99,기타
엠아이큐브솔루션,373170,KOSDAQ,S99,기타
엠아이텍,179290,KOSDAQ,S99,기타
엠에스씨,009780,KOSDAQ,S99,기타
엠에프씨,432980,KOSDAQ,S99,기타
엠엑스로보틱스,007820,KOSDAQ,S99,기타
엠엑스온,347890,KOSDAQ,S99,기타
엠오티,413390,KOSDAQ,S99,기타
엠젠솔루션,032790,KOSDAQ,S99,기타
엠케이전자,033160,KOSDAQ,S99,기타
엠투엔,033310,KOSDAQ,S99,기타
엠플러스,259630,KOSDAQ,S99,기타
엣지파운드리,105550,KOSDAQ,S99,기타
영림원소프트랩,060850,KOSDAQ,S99,기타
영우디에스피,143540,KOSDAQ,S99,기타
영화테크,265560,KOSDAQ,S99,기타
예림당,036000,KOSDAQ,S99,기타
예선테크,250930,KOSDAQ,S99,기타
예스24,053280,KOSDAQ,S99,기타
예스티,122640,KOSDAQ,S99,기타
오가노이드사이언스,476040,KOSDAQ,S99,기타
오가닉티코스메틱,900300,KOSDAQ,S99,기타
오공,045060,KOSDAQ,S99,기타
오늘이엔엠,192410,KOSDAQ,S99,기타
오디텍,080520,KOSDAQ,S99,기타
오로라,039830,KOSDAQ,S99,기타
오로스테크놀로지,322310,KOSDAQ,S99,기타
오르비텍,046120,KOSDAQ,S99,기타
오름테라퓨틱,475830,KOSDAQ,S99,기타
오리엔탈정공,014940,KOSDAQ,S99,기타
오리엔트정공,065500,KOSDAQ,S99,기타
오리콤,010470,KOSDAQ,S99,기타
오브젠,417860,KOSDAQ,S99,기타
오비고,352910,KOSDAQ,S99,기타
오상자이엘,053980,KOSDAQ,S99,기타
오션인더블유,052300,KOSDAQ,S99,기타
오스코텍,039200,KOSDAQ,S99,기타
오스테오닉,226400,KOSDAQ,S99,기타
오스템,031510,KOSDAQ,S99,기타
오아,342870,KOSDAQ,S99,기타
오에스피,368970,KOSDAQ,S99,기타
오이솔루션,138080,KOSDAQ,S99,기타
오킨스전자,080580,KOSDAQ,S99,기타
오텍,067170,KOSDAQ,S99,기타
오파스넷,173130,KOSDAQ,S99,기타
오픈놀,440320,KOSDAQ,S99,기타
오픈베이스,049480,KOSDAQ,S99,기타
오픈엣지테크놀로지,394280,KOSDAQ,S99,기타
온코닉테라퓨틱스,476060,KOSDAQ,S99,기타
온코크로스,382150,KOSDAQ,S99,기타
올리패스,244460,KOSDAQ,S99,기타
올릭스,226950,KOSDAQ,S99,기타
옴니시스템,057540,KOSDAQ,S99,기타
옵트론텍,082210,KOSDAQ,S99,기타
옵티시스,109080,KOSDAQ,S99,기타
옵티코어,380540,KOSDAQ,S99,기타
옵티팜,153710,KOSDAQ,S99,기타
와이랩,432430,KOSDAQ,S99,기타
와이솔,122990,KOSDAQ,S99,기타
와이씨,232140,KOSDAQ,S99,기타
와이씨켐,112290,KOSDAQ,S99,기타
와이어블,065530,KOSDAQ,S99,기타
와이엔텍,067900,KOSDAQ,S99,기타
와이엠,007530,KOSDAQ,S99,기타
와이엠씨,155650,KOSDAQ,S99,기타
와이엠텍,273640,KOSDAQ,S99,기타
와이엠티,251370,KOSDAQ,S99,기타
와이제이링크,209640,KOSDAQ,S99,기타
와이즈넛,096250,KOSDAQ,S99,기타
와이즈버즈,273060,KOSDAQ,S99,기타
와이지-원,019210,KOSDAQ,S99,기타
와이지엔터테인먼트,122870,KOSDAQ,S99,기타
와토스코리아,079000,KOSDAQ,S99,기타
우듬지팜,403490,KOSDAQ,S99,기타
우리기술,032820,KOSDAQ,S99,기타
우리기술투자,041190,KOSDAQ,S99,기타
우리넷,115440,KOSDAQ,S99,기타
우리로,046970,KOSDAQ,S99,기타
우리산업,215360,KOSDAQ,S99,기타
우리산업홀딩스,072470,KOSDAQ,S99,기타
우리손에프앤지,073560,KOSDAQ,S99,기타
우리엔터프라이즈,037400,KOSDAQ,S99,기타
우리이앤엘하루틴,153490,KOSDAQ,S99,기타
우림피티에스,101170,KOSDAQ,S99,기타
우양,103840,KOSDAQ,S99,기타
우양에이치씨,101970,KOSDAQ,S99,기타
우주일렉트로,065680,KOSDAQ,S99,기타
우진비앤지,018620,KOSDAQ,S99,기타
우진엔텍,457550,KOSDAQ,S99,기타
워트,396470,KOSDAQ,S99,기타
원익,032940,KOSDAQ,S99,기타
원익QnC,074600,KOSDAQ,S99,기타
원익머트리얼즈,104830,KOSDAQ,S99,기타
원익큐브,014190,KOSDAQ,S99,기타
원익피앤이,217820,KOSDAQ,S99,기타
원익홀딩스,030530,KOSDAQ,S99,기타
원일특강,012620,KOSDAQ,S99,기타
원일티엔아이,136150,KOSDAQ,S99,기타
원준,382840,KOSDAQ,S99,기타
원텍,336570,KOSDAQ,S99,기타
원티드랩,376980,KOSDAQ,S99,기타
원풍,008370,KOSDAQ,S99,기타
원풍물산,008290,KOSDAQ,S99,기타
월덱스,101160,KOSDAQ,S99,기타
웨이버스,336060,KOSDAQ,S99,기타
웨이브일렉트로,095270,KOSDAQ,S99,기타
웨이비스,289930,KOSDAQ,S99,기타
웰크론,065950,KOSDAQ,S99,기타
웰크론한텍,076080,KOSDAQ,S99,기타
웰킵스하이텍,043590,KOSDAQ,S99,기타
웹스,196700,KOSDAQ,S99,기타
웹젠,069080,KOSDAQ,S99,기타
웹케시,053580,KOSDAQ,S99,기타
위너스일렉,479960,KOSDAQ,S99,기타
위닉스,044340,KOSDAQ,S99,기타
위드텍,348350,KOSDAQ,S99,기타
위세아이텍,065370,KOSDAQ,S99,기타
위즈코프,038620,KOSDAQ,S99,기타
위지윅스튜디오,299900,KOSDAQ,S99,기타
위지트,036090,KOSDAQ,S99,기타
위츠,459100,KOSDAQ,S99,기타
윈스테크넷,136540,KOSDAQ,S99,기타
윈팩,097800,KOSDAQ,S99,기타
윈하이텍,192390,KOSDAQ,S99,기타
윙스풋,335870,KOSDAQ,S99,기타
윙입푸드,900340,KOSDAQ,S99,기타
유니셈,036200,KOSDAQ,S99,기타
유니슨,018000,KOSDAQ,S99,기타
유니크,011320,KOSDAQ,S99,기타
유니테스트,086390,KOSDAQ,S99,기타
유니테크노,241690,KOSDAQ,S99,기타
유니트론텍,142210,KOSDAQ,S99,기타
유디엠텍,389680,KOSDAQ,S99,기타
유라클,088340,KOSDAQ,S99,기타
유라테크,048430,KOSDAQ,S99,기타
유비벨록스,089850,KOSDAQ,S99,기타
유비온,084440,KOSDAQ,S99,기타
유비쿼스,264450,KOSDAQ,S99,기타
유비쿼스홀딩스,078070,KOSDAQ,S99,기타
유성티엔에스,024800,KOSDAQ,S99,기타
유신,054930,KOSDAQ,S99,기타
유아이디,069330,KOSDAQ,S99,기타
유아이엘,049520,KOSDAQ,S99,기타
유안타제15호스팩,473050,KOSDAQ,S99,기타
유안타제16호스팩,474490,KOSDAQ,S99,기타
유안타제17호스팩,493790,KOSDAQ,S99,기타
유에스티,263770,KOSDAQ,S99,기타
유일로보틱스,388720,KOSDAQ,S99,기타
유진기업,023410,KOSDAQ,S99,기타
유진로봇,056080,KOSDAQ,S99,기타
유진스팩10호,468760,KOSDAQ,S99,기타
유진스팩11호,488060,KOSDAQ,S99,기타
유진스팩12호,0105P0,KOSDAQ,S99,기타
유진테크,084370,KOSDAQ,S99,기타
유진테크놀로지,240600,KOSDAQ,S99,기타
유티아이,179900,KOSDAQ,S99,기타
유틸렉스,263050,KOSDAQ,S99,기타
육일씨엔에쓰,191410,KOSDAQ,S99,기타
윤성에프앤씨,372170,KOSDAQ,S99,기타
율촌,146060,KOSDAQ,S99,기타
이건홀딩스,039020,KOSDAQ,S99,기타
이글루,067920,KOSDAQ,S99,기타
이글벳,044960,KOSDAQ,S99,기타
이노뎁,303530,KOSDAQ,S99,기타
이노메트리,302430,KOSDAQ,S99,기타
이노스페이스,462350,KOSDAQ,S99,기타
이노시뮬레이션,274400,KOSDAQ,S99,기타
이노에이엑스,296640,KOSDAQ,S99,기타
이노인스트루먼트,215790,KOSDAQ,S99,기타
이노진,344860,KOSDAQ,S99,기타
이노테나,333050,KOSDAQ,S99,기타
이노테크,469610,KOSDAQ,S99,기타
이녹스,088390,KOSDAQ,S99,기타
이니텍,053350,KOSDAQ,S99,기타
이닉스,452400,KOSDAQ,S99,기타
이랜시스,264850,KOSDAQ,S99,기타
이랜텍,054210,KOSDAQ,S99,기타
이렘,009730,KOSDAQ,S99,기타
이루온,065440,KOSDAQ,S99,기타
이뮨온시아,424870,KOSDAQ,S99,기타
이미지스,115610,KOSDAQ,S99,기타
이베스트스팩6호,478110,KOSDAQ,S99,기타
이삭엔지니어링,351330,KOSDAQ,S99,기타
이상네트웍스,080010,KOSDAQ,S99,기타
이수앱지스,086890,KOSDAQ,S99,기타
이스트소프트,047560,KOSDAQ,S99,기타
이스트에이드,239340,KOSDAQ,S99,기타
이씨에스,067010,KOSDAQ,S99,기타
이엔셀,456070,KOSDAQ,S99,기타
이엔에프테크놀로지,102710,KOSDAQ,S99,기타
이엘씨,041520,KOSDAQ,S99,기타
이엘피,063760,KOSDAQ,S99,기타
이엠넷,123570,KOSDAQ,S99,기타
이엠앤아이,083470,KOSDAQ,S99,기타
이엠텍,091120,KOSDAQ,S99,기타
이오플로우,294090,KOSDAQ,S99,기타
이원컴포텍,088290,KOSDAQ,S99,기타
이지스,261520,KOSDAQ,S99,기타
이지케어텍,099750,KOSDAQ,S99,기타
이지트로닉스,377330,KOSDAQ,S99,기타
이지홀딩스,035810,KOSDAQ,S99,기타
이크레더블,092130,KOSDAQ,S99,기타
이퓨쳐,134060,KOSDAQ,S99,기타
이화공영,001840,KOSDAQ,S99,기타
인바디,041830,KOSDAQ,S99,기타
인베니아,079950,KOSDAQ,S99,기타
인벤테라,0007J0,KOSDAQ,S99,기타
인벤티지랩,389470,KOSDAQ,S99,기타
인산가,277410,KOSDAQ,S99,기타
인선이엔티,060150,KOSDAQ,S99,기타
인성정보,033230,KOSDAQ,S99,기타
인스웨이브,450520,KOSDAQ,S99,기타
인스피언,465480,KOSDAQ,S99,기타
인지디스플레,037330,KOSDAQ,S99,기타
인지소프트,100030,KOSDAQ,S99,기타
인콘,083640,KOSDAQ,S99,기타
인크레더블버즈,064090,KOSDAQ,S99,기타
인크로스,216050,KOSDAQ,S99,기타
인탑스,049070,KOSDAQ,S99,기타
인터로조,119610,KOSDAQ,S99,기타
인터엠,017250,KOSDAQ,S99,기타
인터플렉스,051370,KOSDAQ,S99,기타
인텍플러스,064290,KOSDAQ,S99,기타
인텔리안테크,189300,KOSDAQ,S99,기타
인투셀,287840,KOSDAQ,S99,기타
인티큐브,070590,KOSDAQ,S99,기타
인포바인,115310,KOSDAQ,S99,기타
인포뱅크,039290,KOSDAQ,S99,기타
인화정공,101930,KOSDAQ,S99,기타
일승,333430,KOSDAQ,S99,기타
일월지엠엘,178780,KOSDAQ,S99,기타
일지테크,019540,KOSDAQ,S99,기타
일진파워,094820,KOSDAQ,S99,기타
잉글우드랩,950140,KOSDAQ,S99,기타
잉크테크,049550,KOSDAQ,S99,기타
자람테크놀로지,389020,KOSDAQ,S99,기타
자비스,254120,KOSDAQ,S99,기타
자연과환경,043910,KOSDAQ,S99,기타
자이글,234920,KOSDAQ,S99,기타
자이언트스텝,289220,KOSDAQ,S99,기타
재영솔루텍,049630,KOSDAQ,S99,기타
저스템,417840,KOSDAQ,S99,기타
정다운,208140,KOSDAQ,S99,기타
정상제이엘에스,040420,KOSDAQ,S99,기타
정원엔시스,045510,KOSDAQ,S99,기타
제너셈,217190,KOSDAQ,S99,기타
제넥신,095700,KOSDAQ,S99,기타
제노레이,122310,KOSDAQ,S99,기타
제노코,361390,KOSDAQ,S99,기타
제놀루션,225220,KOSDAQ,S99,기타
제닉,123330,KOSDAQ,S99,기타
제닉스로보틱스,381620,KOSDAQ,S99,기타
제로투세븐,159580,KOSDAQ,S99,기타
제룡산업,147830,KOSDAQ,S99,기타
제룡전기,033100,KOSDAQ,S99,기타
제우스,079370,KOSDAQ,S99,기타
제이브이엠,054950,KOSDAQ,S99,기타
제이스로보틱스,090470,KOSDAQ,S99,기타
제이스코홀딩스,023440,KOSDAQ,S99,기타
제이씨케미칼,137950,KOSDAQ,S99,기타
제이씨현시스템,033320,KOSDAQ,S99,기타
제이아이테크,417500,KOSDAQ,S99,기타
제이앤티씨,204270,KOSDAQ,S99,기타
제이에스링크,127120,KOSDAQ,S99,기타
제이에스티나,026040,KOSDAQ,S99,기타
제이엔비,452160,KOSDAQ,S99,기타
제이엔케이글로벌,126880,KOSDAQ,S99,기타
제이엘케이,322510,KOSDAQ,S99,기타
제이엠아이,033050,KOSDAQ,S99,기타
제이엠티,094970,KOSDAQ,S99,기타
제이오,418550,KOSDAQ,S99,기타
제이케이시냅스,060230,KOSDAQ,S99,기타
제이티,089790,KOSDAQ,S99,기타
제일엠앤에스,412540,KOSDAQ,S99,기타
제일일렉트릭,199820,KOSDAQ,S99,기타
제일테크노스,038010,KOSDAQ,S99,기타
제테마,216080,KOSDAQ,S99,기타
젝시믹스,337930,KOSDAQ,S99,기타
젠큐릭스,229000,KOSDAQ,S99,기타
젬백스,082270,KOSDAQ,S99,기타
져스텍,153890,KOSDAQ,S99,기타
조이시티,067000,KOSDAQ,S99,기타
조이웍스앤코,309930,KOSDAQ,S99,기타
졸스,018700,KOSDAQ,S99,기타
좋은사람들,033340,KOSDAQ,S99,기타
주성엔지니어링,036930,KOSDAQ,S99,기타
중앙백신,072020,KOSDAQ,S99,기타
중앙에너비스,000440,KOSDAQ,S99,기타
지구홀딩스,221800,KOSDAQ,S99,기타
지노믹트리,228760,KOSDAQ,S99,기타
지놈앤컴퍼니,314130,KOSDAQ,S99,기타
지니너스,389030,KOSDAQ,S99,기타
지니언스,263860,KOSDAQ,S99,기타
지니틱스,303030,KOSDAQ,S99,기타
지란지교시큐리티,208350,KOSDAQ,S99,기타
지슨,446840,KOSDAQ,S99,기타
지씨셀,144510,KOSDAQ,S99,기타
지씨지놈,340450,KOSDAQ,S99,기타
지아이에스,306620,KOSDAQ,S99,기타
지아이이노베이션,358570,KOSDAQ,S99,기타
지아이텍,382480,KOSDAQ,S99,기타
지앤비에스 에코,382800,KOSDAQ,S99,기타
지어소프트,051160,KOSDAQ,S99,기타
지에스이,053050,KOSDAQ,S99,기타
지에프씨생명과학,388610,KOSDAQ,S99,기타
지에프아이,493330,KOSDAQ,S99,기타
지엔씨에너지,119850,KOSDAQ,S99,기타
지엔코,065060,KOSDAQ,S99,기타
지엘팜텍,204840,KOSDAQ,S99,기타
지오엘리먼트,311320,KOSDAQ,S99,기타
지투파워,388050,KOSDAQ,S99,기타
진로발효,018120,KOSDAQ,S99,기타
진매트릭스,109820,KOSDAQ,S99,기타
진성티이씨,036890,KOSDAQ,S99,기타
진시스템,363250,KOSDAQ,S99,기타
진영,285800,KOSDAQ,S99,기타
차이커뮤니케이션,351870,KOSDAQ,S99,기타
참좋은여행,094850,KOSDAQ,S99,기타
창해에탄올,004650,KOSDAQ,S99,기타
채비,0011T0,KOSDAQ,S99,기타
천보,278280,KOSDAQ,S99,기타
청담글로벌,362320,KOSDAQ,S99,기타
청보,013720,KOSDAQ,S99,기타
체리부로,066360,KOSDAQ,S99,기타
초록뱀미디어,047820,KOSDAQ,S99,기타
칩스앤미디어,094360,KOSDAQ,S99,기타
카나프테라퓨틱스,0082N0,KOSDAQ,S99,기타
카스,016920,KOSDAQ,S99,기타
카이노스메드,284620,KOSDAQ,S99,기타
카티스,140430,KOSDAQ,S99,기타
카페24,042000,KOSDAQ,S99,기타
캐리,313760,KOSDAQ,S99,기타
캐스텍코리아,071850,KOSDAQ,S99,기타
캐프,198080,KOSDAQ,S99,기타
캔버스엔,210120,KOSDAQ,S99,기타
캠시스,050110,KOSDAQ,S99,기타
캡스톤파트너스,452300,KOSDAQ,S99,기타
컨텍,451760,KOSDAQ,S99,기타
컬러레이,900310,KOSDAQ,S99,기타
컴퍼니케이,307930,KOSDAQ,S99,기타
케스피온,079190,KOSDAQ,S99,기타
케어랩스,263700,KOSDAQ,S99,기타
케어젠,214370,KOSDAQ,S99,기타
케이디켐,221980,KOSDAQ,S99,기타
케이사인,192250,KOSDAQ,S99,기타
케이쓰리아이,431190,KOSDAQ,S99,기타
케이씨에스,115500,KOSDAQ,S99,기타
케이씨티,089150,KOSDAQ,S99,기타
케이씨피드,025880,KOSDAQ,S99,기타
케이아이엔엑스,093320,KOSDAQ,S99,기타
케이알엠,093640,KOSDAQ,S99,기타
케이에스피,073010,KOSDAQ,S99,기타
케이엔더블유,105330,KOSDAQ,S99,기타
케이엔솔,053080,KOSDAQ,S99,기타
케이엔알시스템,199430,KOSDAQ,S99,기타
케이엔에스,432470,KOSDAQ,S99,기타
케이엔제이,272110,KOSDAQ,S99,기타
케이엘넷,039420,KOSDAQ,S99,기타
케이엠,083550,KOSDAQ,S99,기타
케이엠더블유,032500,KOSDAQ,S99,기타
케이옥션,102370,KOSDAQ,S99,기타
케이웨더,068100,KOSDAQ,S99,기타
케이이엠텍,106080,KOSDAQ,S99,기타
