종목명,종목코드,시장,섹터코드,섹터명
가비아,079940,KOSDAQ,S99,기타
가온그룹,078890,KOSDAQ,S99,기타
가온칩스,399720,KOSDAQ,S99,기타
감성코퍼레이션,036620,KOSDAQ,S99,기타
강동씨앤엘,198440,KOSDAQ,S99,기타
강원에너지,114190,KOSDAQ,S99,기타
갤럭시아머니트리,094480,KOSDAQ,S99,기타
경남스틸,039240,KOSDAQ,S99,기타
경창산업,024910,KOSDAQ,S99,기타
고려신용정보,049720,KOSDAQ,S99,기타
고스트스튜디오,950190,KOSDAQ,S99,기타
고영,098460,KOSDAQ,S99,기타
골드앤에스,035290,KOSDAQ,S99,기타
골프존,215000,KOSDAQ,S99,기타
골프존홀딩스,121440,KOSDAQ,S99,기타
광무,029480,KOSDAQ,S99,기타
광진실업,026910,KOSDAQ,S99,기타
교보15호스팩,465320,KOSDAQ,S99,기타
교보16호스팩,482520,KOSDAQ,S99,기타
교보17호스팩,489210,KOSDAQ,S99,기타
교보18호스팩,0041B0,KOSDAQ,S99,기타
교보19호스팩,0098T0,KOSDAQ,S99,기타
교보20호스팩,0132G0,KOSDAQ,S99,기타
구영테크,053270,KOSDAQ,S99,기타
국보디자인,066620,KOSDAQ,S99,기타
국순당,043650,KOSDAQ,S99,기타
국영지앤엠,006050,KOSDAQ,S99,기타
국일신동,060480,KOSDAQ,S99,기타
국일제지,078130,KOSDAQ,S99,기타
국전,307750,KOSDAQ,S99,기타
그래디언트,035080,KOSDAQ,S99,기타
그래피,318060,KOSDAQ,S99,기타
그리드위즈,453450,KOSDAQ,S99,기타
그리티,204020,KOSDAQ,S99,기타
그린광학,0015G0,KOSDAQ,S99,기타
그린리소스,402490,KOSDAQ,S99,기타
그린생명과학,114450,KOSDAQ,S99,기타
그린플러스,186230,KOSDAQ,S99,기타
글로벌에스엠,900070,KOSDAQ,S99,기타
글로벌텍스프리,204620,KOSDAQ,S99,기타
글로본,019660,KOSDAQ,S99,기타
금양그린파워,282720,KOSDAQ,S99,기타
금화피에스시,036190,KOSDAQ,S99,기타
기가레인,049080,KOSDAQ,S99,기타
기가비스,420770,KOSDAQ,S99,기타
꿈비,407400,KOSDAQ,S99,기타
나노,187790,KOSDAQ,S99,기타
나노씨엠에스,247660,KOSDAQ,S99,기타
나노엔텍,039860,KOSDAQ,S99,기타
나노팀,417010,KOSDAQ,S99,기타
나라셀라,405920,KOSDAQ,S99,기타
나라스페이스테크놀로지,478340,KOSDAQ,S99,기타
나라엠앤디,051490,KOSDAQ,S99,기타
나래나노텍,137080,KOSDAQ,S99,기타
나무가,190510,KOSDAQ,S99,기타
나무기술,242040,KOSDAQ,S99,기타
나우IB,293580,KOSDAQ,S99,기타
나우로보틱스,459510,KOSDAQ,S99,기타
나이벡,138610,KOSDAQ,S99,기타
나이스디앤비,130580,KOSDAQ,S99,기타
나인앤컴퍼니,366030,KOSDAQ,S99,기타
나인테크,267320,KOSDAQ,S99,기타
남화산업,111710,KOSDAQ,S99,기타
남화토건,091590,KOSDAQ,S99,기타
내츄럴엔도텍,168330,KOSDAQ,S99,기타
네오리진,094860,KOSDAQ,S99,기타
네오셈,253590,KOSDAQ,S99,기타
네오위즈,095660,KOSDAQ,S99,기타
네오위즈홀딩스,042420,KOSDAQ,S99,기타
네오이뮨텍,950220,KOSDAQ,S99,기타
네오크레마,311390,KOSDAQ,S99,기타
네오티스,085910,KOSDAQ,S99,기타
네오팜,092730,KOSDAQ,S99,기타
네이블,153460,KOSDAQ,S99,기타
네이처셀,007390,KOSDAQ,S99,기타
네패스,033640,KOSDAQ,S99,기타
네패스아크,330860,KOSDAQ,S99,기타
넥사다이내믹스,351320,KOSDAQ,S99,기타
넥스턴앤롤코리아,089140,KOSDAQ,S99,기타
넥스트아이,137940,KOSDAQ,S99,기타
넥스트칩,396270,KOSDAQ,S99,기타
넥스틴,348210,KOSDAQ,S99,기타
넥써쓰,205500,KOSDAQ,S99,기타
넵튠,217270,KOSDAQ,S99,기타
노랑풍선,104620,KOSDAQ,S99,기타
노머스,473980,KOSDAQ,S99,기타
노바렉스,194700,KOSDAQ,S99,기타
노바텍,285490,KOSDAQ,S99,기타
노브랜드,145170,KOSDAQ,S99,기타
노을,376930,KOSDAQ,S99,기타
노타,486990,KOSDAQ,S99,기타
녹십자엠에스,142280,KOSDAQ,S99,기타
녹십자웰빙,234690,KOSDAQ,S99,기타
누리플랜,069140,KOSDAQ,S99,기타
누리플렉스,040160,KOSDAQ,S99,기타
누보,332290,KOSDAQ,S99,기타
뉴로메카,348340,KOSDAQ,S99,기타
뉴로핏,380550,KOSDAQ,S99,기타
뉴보텍,060260,KOSDAQ,S99,기타
뉴엔AI,463020,KOSDAQ,S99,기타
뉴온,123840,KOSDAQ,S99,기타
뉴인텍,012340,KOSDAQ,S99,기타
뉴키즈온,462310,KOSDAQ,S99,기타
뉴트리,270870,KOSDAQ,S99,기타
뉴파워프라즈마,144960,KOSDAQ,S99,기타
뉴프렉스,085670,KOSDAQ,S99,기타
다날,064260,KOSDAQ,S99,기타
다보링크,340360,KOSDAQ,S99,기타
다산네트웍스,039560,KOSDAQ,S99,기타
다산디엠씨,208860,KOSDAQ,S99,기타
다산솔루에타,154040,KOSDAQ,S99,기타
다우데이타,032190,KOSDAQ,S99,기타
다원넥스뷰,323350,KOSDAQ,S99,기타
다원시스,068240,KOSDAQ,S99,기타
다이나믹솔루션,290660,KOSDAQ,S99,기타
닷밀,464580,KOSDAQ,S99,기타
대동금속,020400,KOSDAQ,S99,기타
대동기어,008830,KOSDAQ,S99,기타
대동스틸,048470,KOSDAQ,S99,기타
대륙제관,004780,KOSDAQ,S99,기타
대림제지,017650,KOSDAQ,S99,기타
대명에너지,389260,KOSDAQ,S99,기타
대모,317850,KOSDAQ,S99,기타
대보마그네틱,290670,KOSDAQ,S99,기타
대봉엘에스,078140,KOSDAQ,S99,기타
대산F&B,065150,KOSDAQ,S99,기타
대성미생물,036480,KOSDAQ,S99,기타
대성창투,027830,KOSDAQ,S99,기타
대성하이텍,129920,KOSDAQ,S99,기타
대신밸런스제17호스팩,471050,KOSDAQ,S99,기타
대신밸런스제19호스팩,482690,KOSDAQ,S99,기타
대신밸런스제20호스팩,0134X0,KOSDAQ,S99,기타
대아티아이,045390,KOSDAQ,S99,기타
대양전기공업,108380,KOSDAQ,S99,기타
대원,007680,KOSDAQ,S99,기타
대원미디어,048910,KOSDAQ,S99,기타
대원산업,005710,KOSDAQ,S99,기타
대정화금,120240,KOSDAQ,S99,기타
대주산업,003310,KOSDAQ,S99,기타
대주전자재료,078600,KOSDAQ,S99,기타
대창솔루션,096350,KOSDAQ,S99,기타
대창스틸,140520,KOSDAQ,S99,기타
대한과학,131220,KOSDAQ,S99,기타
대한뉴팜,054670,KOSDAQ,S99,기타
대한약품,023910,KOSDAQ,S99,기타
대호특수강,021040,KOSDAQ,S99,기타
대호특수강우,021045,KOSDAQ,S99,기타
더네이쳐홀딩스,298540,KOSDAQ,S99,기타
더라미,032860,KOSDAQ,S99,기타
더블유씨피,393890,KOSDAQ,S99,기타
더블유에스아이,299170,KOSDAQ,S99,기타
더즌,462860,KOSDAQ,S99,기타
더코디,224060,KOSDAQ,S99,기타
더테크놀로지,043090,KOSDAQ,S99,기타
더핑크퐁컴퍼니,403850,KOSDAQ,S99,기타
덕산네오룩스,213420,KOSDAQ,S99,기타
덕산테코피아,317330,KOSDAQ,S99,기타
덕산하이메탈,077360,KOSDAQ,S99,기타
덕신이피씨,090410,KOSDAQ,S99,기타
덕양에너젠,0001A0,KOSDAQ,S99,기타
덕우전자,263600,KOSDAQ,S99,기타
데브시스터즈,194480,KOSDAQ,S99,기타
데이원컴퍼니,373160,KOSDAQ,S99,기타
데이타솔루션,263800,KOSDAQ,S99,기타
덱스터,206560,KOSDAQ,S99,기타
덴티스,261200,KOSDAQ,S99,기타
도우인시스,484120,KOSDAQ,S99,기타
도이치모터스,067990,KOSDAQ,S99,기타
동국S&C,100130,KOSDAQ,S99,기타
동국산업,005160,KOSDAQ,S99,기타
동국생명과학,303810,KOSDAQ,S99,기타
동국알앤에스,075970,KOSDAQ,S99,기타
동방메디컬,240550,KOSDAQ,S99,기타
동방선기,099410,KOSDAQ,S99,기타
동성화인텍,033500,KOSDAQ,S99,기타
동아엘텍,088130,KOSDAQ,S99,기타
동양에스텍,060380,KOSDAQ,S99,기타
동양이엔피,079960,KOSDAQ,S99,기타
동양파일,228340,KOSDAQ,S99,기타
동우팜투테이블,088910,KOSDAQ,S99,기타
동운아나텍,094170,KOSDAQ,S99,기타
동일금속,109860,KOSDAQ,S99,기타
동일기연,032960,KOSDAQ,S99,기타
동일스틸럭스,023790,KOSDAQ,S99,기타
동진쎄미켐,005290,KOSDAQ,S99,기타
동화기업,025900,KOSDAQ,S99,기타
두산테스나,131970,KOSDAQ,S99,기타
듀오백,073190,KOSDAQ,S99,기타
드래곤플라이,030350,KOSDAQ,S99,기타
드림시큐리티,203650,KOSDAQ,S99,기타
드림씨아이에스,223250,KOSDAQ,S99,기타
드림어스컴퍼니,060570,KOSDAQ,S99,기타
드림인사이트,362990,KOSDAQ,S99,기타
디모아,016670,KOSDAQ,S99,기타
디바이스,187870,KOSDAQ,S99,기타
디아이티,110990,KOSDAQ,S99,기타
디알젬,263690,KOSDAQ,S99,기타
디알텍,214680,KOSDAQ,S99,기타
디앤디파마텍,347850,KOSDAQ,S99,기타
디앤씨미디어,263720,KOSDAQ,S99,기타
디어유,376300,KOSDAQ,S99,기타
디에스엠,104040,KOSDAQ,S99,기타
디에스케이,109740,KOSDAQ,S99,기타
디에이치엑스컴퍼니,031860,KOSDAQ,S99,기타
디에이테크놀로지,196490,KOSDAQ,S99,기타
디에이피,066900,KOSDAQ,S99,기타
디엔에프,092070,KOSDAQ,S99,기타
디오,039840,KOSDAQ,S99,기타
디와이디,219550,KOSDAQ,S99,기타
디와이씨,310870,KOSDAQ,S99,기타
디와이피엔에프,104460,KOSDAQ,S99,기타
디젠스,113810,KOSDAQ,S99,기타
디지아이,043360,KOSDAQ,S99,기타
디지캡,197140,KOSDAQ,S99,기타
디지털대성,068930,KOSDAQ,S99,기타
디케이락,105740,KOSDAQ,S99,기타
디케이앤디,263020,KOSDAQ,S99,기타
디케이티,290550,KOSDAQ,S99,기타
디티씨,066670,KOSDAQ,S99,기타
디티앤씨,187220,KOSDAQ,S99,기타
디티앤씨알오,383930,KOSDAQ,S99,기타
딜리,131180,KOSDAQ,S99,기타
딥노이드,315640,KOSDAQ,S99,기타
딥커머스,900110,KOSDAQ,S99,기타
라닉스,317120,KOSDAQ,S99,기타
라메디텍,462510,KOSDAQ,S99,기타
라온로보틱스,232680,KOSDAQ,S99,기타
라온시큐어,042510,KOSDAQ,S99,기타
라온텍,418420,KOSDAQ,S99,기타
라온피플,300120,KOSDAQ,S99,기타
라이온켐텍,171120,KOSDAQ,S99,기타
라이콤,388790,KOSDAQ,S99,기타
라파스,214260,KOSDAQ,S99,기타
램테크놀러지,171010,KOSDAQ,S99,기타
랩지노믹스,084650,KOSDAQ,S99,기타
러셀,217500,KOSDAQ,S99,기타
레드캡투어,038390,KOSDAQ,S99,기타
레메디,387690,KOSDAQ,S99,기타
레몬,294140,KOSDAQ,S99,기타
레뷰코퍼레이션,443250,KOSDAQ,S99,기타
레이,228670,KOSDAQ,S99,기타
레이언스,228850,KOSDAQ,S99,기타
레이저쎌,412350,KOSDAQ,S99,기타
레이저옵텍,199550,KOSDAQ,S99,기타
레이크머티리얼즈,281740,KOSDAQ,S99,기타
로보로보,215100,KOSDAQ,S99,기타
로보스타,090360,KOSDAQ,S99,기타
로보티즈,108490,KOSDAQ,S99,기타
로스웰,900260,KOSDAQ,S99,기타
로젠,033290,KOSDAQ,S99,기타
로지시스,067730,KOSDAQ,S99,기타
로체시스템즈,071280,KOSDAQ,S99,기타
롤링스톤,214610,KOSDAQ,S99,기타
루멘스,038060,KOSDAQ,S99,기타
루미르,474170,KOSDAQ,S99,기타
루트K,195990,KOSDAQ,S99,기타
리노공업,058470,KOSDAQ,S99,기타
리더스코스메틱,016100,KOSDAQ,S99,기타
리드코프,012700,KOSDAQ,S99,기타
리메드,302550,KOSDAQ,S99,기타
리브스메드,491000,KOSDAQ,S99,기타
리센스메디컬,394420,KOSDAQ,S99,기타
리튬포어스,073570,KOSDAQ,S99,기타
리파인,377450,KOSDAQ,S99,기타
린드먼아시아,277070,KOSDAQ,S99,기타
링네트,042500,KOSDAQ,S99,기타
링크드,193250,KOSDAQ,S99,기타
링크솔루션,474650,KOSDAQ,S99,기타
링크제니시스,219420,KOSDAQ,S99,기타
마녀공장,439090,KOSDAQ,S99,기타
마니커에프앤지,195500,KOSDAQ,S99,기타
마음AI,377480,KOSDAQ,S99,기타
마이크로디지탈,305090,KOSDAQ,S99,기타
마이크로컨텍솔,098120,KOSDAQ,S99,기타
마이크로투나노,424980,KOSDAQ,S99,기타
마크로젠,038290,KOSDAQ,S99,기타
마키나락스,477850,KOSDAQ,S99,기타
매드업,0039P0,KOSDAQ,S99,기타
매일유업,267980,KOSDAQ,S99,기타
매일홀딩스,005990,KOSDAQ,S99,기타
매커스,093520,KOSDAQ,S99,기타
머큐리,100590,KOSDAQ,S99,기타
멀티캠퍼스,067280,KOSDAQ,S99,기타
메가엠디,133750,KOSDAQ,S99,기타
메가터치,446540,KOSDAQ,S99,기타
메드팩토,235980,KOSDAQ,S99,기타
메디아나,041920,KOSDAQ,S99,기타
메디앙스,014100,KOSDAQ,S99,기타
메디콕스,054180,KOSDAQ,S99,기타
메디톡스,086900,KOSDAQ,S99,기타
메디포스트,078160,KOSDAQ,S99,기타
메쎄이상,408920,KOSDAQ,S99,기타
메이슨캐피탈,021880,KOSDAQ,S99,기타
메쥬,0088M0,KOSDAQ,S99,기타
메지온,140410,KOSDAQ,S99,기타
메카로,241770,KOSDAQ,S99,기타
멕아이씨에스,058110,KOSDAQ,S99,기타
멤레이비티,072770,KOSDAQ,S99,기타
모니터랩,434480,KOSDAQ,S99,기타
모다이노칩,080420,KOSDAQ,S99,기타
모델솔루션,417970,KOSDAQ,S99,기타
모두투어,080160,KOSDAQ,S99,기타
모바일어플라이언스,087260,KOSDAQ,S99,기타
모베이스,101330,KOSDAQ,S99,기타
모베이스전자,012860,KOSDAQ,S99,기타
모비데이즈,363260,KOSDAQ,S99,기타
모비릭스,348030,KOSDAQ,S99,기타
모아데이타,288980,KOSDAQ,S99,기타
모아라이프플러스,142760,KOSDAQ,S99,기타
모아텍,033200,KOSDAQ,S99,기타
모트렉스,118990,KOSDAQ,S99,기타
모티브링크,463480,KOSDAQ,S99,기타
모헨즈,006920,KOSDAQ,S99,기타
무림SP,001810,KOSDAQ,S99,기타
미디어젠,279600,KOSDAQ,S99,기타
미래나노텍,095500,KOSDAQ,S99,기타
미래에셋벤처투자,100790,KOSDAQ,S99,기타
미래에셋비전스팩10호,0097F0,KOSDAQ,S99,기타
미래에셋비전스팩11호,0099W0,KOSDAQ,S99,기타
미래에셋비전스팩4호,477380,KOSDAQ,S99,기타
미래에셋비전스팩5호,477470,KOSDAQ,S99,기타
미래에셋비전스팩6호,478440,KOSDAQ,S99,기타
미래에셋비전스팩7호,482680,KOSDAQ,S99,기타
미래에셋비전스팩8호,0093G0,KOSDAQ,S99,기타
미래에셋비전스팩9호,0096D0,KOSDAQ,S99,기타
미래컴퍼니,049950,KOSDAQ,S99,기타
미스터블루,207760,KOSDAQ,S99,기타
미코,059090,KOSDAQ,S99,기타
미투온,201490,KOSDAQ,S99,기타
미트박스,475460,KOSDAQ,S99,기타
민테크,452200,KOSDAQ,S99,기타
바디텍메드,206640,KOSDAQ,S99,기타
바른손이앤에이,035620,KOSDAQ,S99,기타
바이넥스,053030,KOSDAQ,S99,기타
바이브컴퍼니,301300,KOSDAQ,S99,기타
바이젠셀,308080,KOSDAQ,S99,기타
바텍,043150,KOSDAQ,S99,기타
배럴,267790,KOSDAQ,S99,기타
백금T&A,046310,KOSDAQ,S99,기타
밸로프,331520,KOSDAQ,S99,기타
뱅크웨어글로벌,199480,KOSDAQ,S99,기타
버넥트,438700,KOSDAQ,S99,기타
버킷스튜디오,066410,KOSDAQ,S99,기타
범한퓨얼셀,382900,KOSDAQ,S99,기타
베노티앤알,206400,KOSDAQ,S99,기타
베뉴지,019010,KOSDAQ,S99,기타
베셀,177350,KOSDAQ,S99,기타
벡트,457600,KOSDAQ,S99,기타
벨로크,424760,KOSDAQ,S99,기타
보라티알,250000,KOSDAQ,S99,기타
보로노이,310210,KOSDAQ,S99,기타
보성파워텍,006910,KOSDAQ,S99,기타
보원케미칼,0010F0,KOSDAQ,S99,기타
본느,226340,KOSDAQ,S99,기타
부방,014470,KOSDAQ,S99,기타
부스타,008470,KOSDAQ,S99,기타
뷰노,338220,KOSDAQ,S99,기타
뷰웍스,100120,KOSDAQ,S99,기타
뷰티스킨,406820,KOSDAQ,S99,기타
브레인즈컴퍼니,099390,KOSDAQ,S99,기타
브리지텍,064480,KOSDAQ,S99,기타
브이씨,365900,KOSDAQ,S99,기타
브이엠,089970,KOSDAQ,S99,기타
브이원텍,251630,KOSDAQ,S99,기타
브이티,018290,KOSDAQ,S99,기타
블랙야크아이앤씨,478560,KOSDAQ,S99,기타
블루엠텍,439580,KOSDAQ,S99,기타
블루콤,033560,KOSDAQ,S99,기타
블리츠웨이엔터테인먼트,369370,KOSDAQ,S99,기타
비나텍,126340,KOSDAQ,S99,기타
비덴트,121800,KOSDAQ,S99,기타
비비씨,318410,KOSDAQ,S99,기타
비스토스,419540,KOSDAQ,S99,기타
비씨엔씨,146320,KOSDAQ,S99,기타
비아이매트릭스,413640,KOSDAQ,S99,기타
비아트론,141000,KOSDAQ,S99,기타
비에이치아이,083650,KOSDAQ,S99,기타
비엔케이제3호스팩,0068Y0,KOSDAQ,S99,기타
비엘팜텍,065170,KOSDAQ,S99,기타
비엠티,086670,KOSDAQ,S99,기타
비츠로넥스텍,488900,KOSDAQ,S99,기타
비츠로셀,082920,KOSDAQ,S99,기타
비츠로시스,054220,KOSDAQ,S99,기타
비츠로테크,042370,KOSDAQ,S99,기타
비케이홀딩스,050090,KOSDAQ,S99,기타
비큐AI,148780,KOSDAQ,S99,기타
비투엔,307870,KOSDAQ,S99,기타
비트맥스,377030,KOSDAQ,S99,기타
비트컴퓨터,032850,KOSDAQ,S99,기타
비트플래닛,049470,KOSDAQ,S99,기타
비피도,238200,KOSDAQ,S99,기타
빅솔론,093190,KOSDAQ,S99,기타
빅텍,065450,KOSDAQ,S99,기타
빌리언스,044480,KOSDAQ,S99,기타
빛과전자,069540,KOSDAQ,S99,기타
빛샘전자,072950,KOSDAQ,S99,기타
삐아,451250,KOSDAQ,S99,기타
사람인,143240,KOSDAQ,S99,기타
사이냅소프트,466410,KOSDAQ,S99,기타
사토시홀딩스,223310,KOSDAQ,S99,기타
산돌,419120,KOSDAQ,S99,기타
삼기,122350,KOSDAQ,S99,기타
삼륭물산,014970,KOSDAQ,S99,기타
삼목에스폼,018310,KOSDAQ,S99,기타
삼미금속,012210,KOSDAQ,S99,기타
삼보모터스,053700,KOSDAQ,S99,기타
삼보산업,009620,KOSDAQ,S99,기타
삼보판지,023600,KOSDAQ,S99,기타
삼성스팩10호,0044K0,KOSDAQ,S99,기타
삼성스팩11호,0071M0,KOSDAQ,S99,기타
삼성스팩12호,0096B0,KOSDAQ,S99,기타
삼성스팩13호,0115H0,KOSDAQ,S99,기타
삼양엔씨켐,482630,KOSDAQ,S99,기타
삼양컴텍,484590,KOSDAQ,S99,기타
삼양케이씨아이,036670,KOSDAQ,S99,기타
삼영에스앤씨,361670,KOSDAQ,S99,기타
삼영엠텍,054540,KOSDAQ,S99,기타
삼영이엔씨,065570,KOSDAQ,S99,기타
삼일,032280,KOSDAQ,S99,기타
삼일기업공사,002290,KOSDAQ,S99,기타
삼지전자,037460,KOSDAQ,S99,기타
삼진,032750,KOSDAQ,S99,기타
삼진엘앤디,054090,KOSDAQ,S99,기타
삼천리자전거,024950,KOSDAQ,S99,기타
삼표시멘트,038500,KOSDAQ,S99,기타
삼현,437730,KOSDAQ,S99,기타
삼화네트웍스,046390,KOSDAQ,S99,기타
상보,027580,KOSDAQ,S99,기타
상상인,038540,KOSDAQ,S99,기타
상신이디피,091580,KOSDAQ,S99,기타
상신전자,263810,KOSDAQ,S99,기타
상아프론테크,089980,KOSDAQ,S99,기타
새로닉스,042600,KOSDAQ,S99,기타
새빗켐,107600,KOSDAQ,S99,기타
샌즈랩,411080,KOSDAQ,S99,기타
샘씨엔에스,252990,KOSDAQ,S99,기타
샤페론,378800,KOSDAQ,S99,기타
서남,294630,KOSDAQ,S99,기타
서부T&D,006730,KOSDAQ,S99,기타
서산,079650,KOSDAQ,S99,기타
서암기계공업,100660,KOSDAQ,S99,기타
서연탑메탈,019770,KOSDAQ,S99,기타
서울옥션,063170,KOSDAQ,S99,기타
서울평가정보,036120,KOSDAQ,S99,기타
서원인텍,093920,KOSDAQ,S99,기타
서전기전,189860,KOSDAQ,S99,기타
서진시스템,178320,KOSDAQ,S99,기타
서플러스글로벌,140070,KOSDAQ,S99,기타
서한,011370,KOSDAQ,S99,기타
서호전기,065710,KOSDAQ,S99,기타
석경에이티,357550,KOSDAQ,S99,기타
선광,003100,KOSDAQ,S99,기타
선익시스템,171090,KOSDAQ,S99,기타
선진뷰티사이언스,086710,KOSDAQ,S99,기타
성광벤드,014620,KOSDAQ,S99,기타
성도이엔지,037350,KOSDAQ,S99,기타
성우,458650,KOSDAQ,S99,기타
성우전자,081580,KOSDAQ,S99,기타
성우테크론,045300,KOSDAQ,S99,기타
성우하이텍,015750,KOSDAQ,S99,기타
성원에너텍,340930,KOSDAQ,S99,기타
성일하이텍,365340,KOSDAQ,S99,기타
성호전자,043260,KOSDAQ,S99,기타
세경하이테크,148150,KOSDAQ,S99,기타
세나테크놀로지,061090,KOSDAQ,S99,기타
세니젠,188260,KOSDAQ,S99,기타
세동,053060,KOSDAQ,S99,기타
세림B&G,340440,KOSDAQ,S99,기타
세명전기,017510,KOSDAQ,S99,기타
세미티에스,0017J0,KOSDAQ,S99,기타
세미파이브,490470,KOSDAQ,S99,기타
세보엠이씨,011560,KOSDAQ,S99,기타
세아메카닉스,396300,KOSDAQ,S99,기타
세운메디칼,100700,KOSDAQ,S99,기타
세원물산,024830,KOSDAQ,S99,기타
세종메디칼,258830,KOSDAQ,S99,기타
세중,039310,KOSDAQ,S99,기타
세진티에스,067770,KOSDAQ,S99,기타
세코닉스,053450,KOSDAQ,S99,기타
세화피앤씨,252500,KOSDAQ,S99,기타
센서뷰,321370,KOSDAQ,S99,기타
센코,347000,KOSDAQ,S99,기타
셀레믹스,331920,KOSDAQ,S99,기타
셀레스트라,352770,KOSDAQ,S99,기타
셀로맥스사이언스,471820,KOSDAQ,S99,기타
셀루메드,049180,KOSDAQ,S99,기타
셀리드,299660,KOSDAQ,S99,기타
셀바스AI,108860,KOSDAQ,S99,기타
셀비온,308430,KOSDAQ,S99,기타
셀피글로벌,068940,KOSDAQ,S99,기타
소노스퀘어,007720,KOSDAQ,S99,기타
소룩스,290690,KOSDAQ,S99,기타
소마젠,950200,KOSDAQ,S99,기타
소프트센,032680,KOSDAQ,S99,기타
소프트센우,032685,KOSDAQ,S99,기타
소프트캠프,258790,KOSDAQ,S99,기타
손오공,066910,KOSDAQ,S99,기타
솔디펜스,215090,KOSDAQ,S99,기타
솔본,035610,KOSDAQ,S99,기타
솔브레인,357780,KOSDAQ,S99,기타
솔브레인홀딩스,036830,KOSDAQ,S99,기타
솔트룩스,304100,KOSDAQ,S99,기타
솔트웨어,328380,KOSDAQ,S99,기타
쇼박스,086980,KOSDAQ,S99,기타
수산아이앤티,050960,KOSDAQ,S99,기타
수성웹툰,084180,KOSDAQ,S99,기타
수젠텍,253840,KOSDAQ,S99,기타
슈어소프트테크,298830,KOSDAQ,S99,기타
슈프리마,236200,KOSDAQ,S99,기타
슈프리마에이치큐,094840,KOSDAQ,S99,기타
슈피겐코리아,192440,KOSDAQ,S99,기타
스마트레이더시스템,424960,KOSDAQ,S99,기타
스맥,099440,KOSDAQ,S99,기타
스모트로닉,066590,KOSDAQ,S99,기타
스코넥,276040,KOSDAQ,S99,기타
스타코링크,060240,KOSDAQ,S99,기타
스타플렉스,115570,KOSDAQ,S99,기타
스톤브릿지벤처스,330730,KOSDAQ,S99,기타
스톰테크,352090,KOSDAQ,S99,기타
스튜디오드래곤,253450,KOSDAQ,S99,기타
스튜디오미르,408900,KOSDAQ,S99,기타
스튜디오삼익,415380,KOSDAQ,S99,기타
스트라드비젼,475040,KOSDAQ,S99,기타
스페코,013810,KOSDAQ,S99,기타
스피어,347700,KOSDAQ,S99,기타
승일,049830,KOSDAQ,S99,기타
시그네틱스,033170,KOSDAQ,S99,기타
시너지이노베이션,048870,KOSDAQ,S99,기타
시노펙스,025320,KOSDAQ,S99,기타
시선AI,340810,KOSDAQ,S99,기타
시스웍,269620,KOSDAQ,S99,기타
시지메드텍,056090,KOSDAQ,S99,기타
시지트로닉스,429270,KOSDAQ,S99,기타
시큐레터,418250,KOSDAQ,S99,기타
시큐브,131090,KOSDAQ,S99,기타
신도기연,290520,KOSDAQ,S99,기타
신라섬유,001000,KOSDAQ,S99,기타
신라에스지,025870,KOSDAQ,S99,기타
신라젠,215600,KOSDAQ,S99,기타
신성델타테크,065350,KOSDAQ,S99,기타
신성에스티,416180,KOSDAQ,S99,기타
신스틸,162300,KOSDAQ,S99,기타
신영스팩10호,472220,KOSDAQ,S99,기타
신영스팩11호,0091W0,KOSDAQ,S99,기타
신진에스엠,138070,KOSDAQ,S99,기타
신한제12호스팩,474660,KOSDAQ,S99,기타
신한제13호스팩,474930,KOSDAQ,S99,기타
신한제14호스팩,487360,KOSDAQ,S99,기타
신한제15호스팩,487830,KOSDAQ,S99,기타
신한제16호스팩,496070,KOSDAQ,S99,기타
신한제17호스팩,0130D0,KOSDAQ,S99,기타
신한제18호스팩,0129K0,KOSDAQ,S99,기타
신화인터텍,056700,KOSDAQ,S99,기타
신화콘텍,187270,KOSDAQ,S99,기타
신화프리텍,095190,KOSDAQ,S99,기타
신흥에스이씨,243840,KOSDAQ,S99,기타
실리콘투,257720,KOSDAQ,S99,기타
심텍,222800,KOSDAQ,S99,기타
심텍홀딩스,036710,KOSDAQ,S99,기타
싸이닉솔루션,234030,KOSDAQ,S99,기타
싸이맥스,160980,KOSDAQ,S99,기타
싸이버원,356890,KOSDAQ,S99,기타
싸이토젠,217330,KOSDAQ,S99,기타
썸에이지,208640,KOSDAQ,S99,기타
쎄노텍,222420,KOSDAQ,S99,기타
쎄니트,037760,KOSDAQ,S99,기타
쎄크,081180,KOSDAQ,S99,기타
쎄트렉아이,099320,KOSDAQ,S99,기타
쏘닉스,088280,KOSDAQ,S99,기타
쏠리드,050890,KOSDAQ,S99,기타
쓰리빌리언,394800,KOSDAQ,S99,기타
쓰리에이로직스,177900,KOSDAQ,S99,기타
씨메스로보틱스,475400,KOSDAQ,S99,기타
씨싸이트,109670,KOSDAQ,S99,기타
씨씨에스,066790,KOSDAQ,S99,기타
씨앤씨인터내셔널,352480,KOSDAQ,S99,기타
씨앤지하이테크,264660,KOSDAQ,S99,기타
씨앤투스,352700,KOSDAQ,S99,기타
씨어스,458870,KOSDAQ,S99,기타
씨에스베어링,297090,KOSDAQ,S99,기타
씨엑스아이,900120,KOSDAQ,S99,기타
씨엔알리서치,359090,KOSDAQ,S99,기타
씨엔플러스,115530,KOSDAQ,S99,기타
씨엠티엑스,388210,KOSDAQ,S99,기타
씨유메디칼,115480,KOSDAQ,S99,기타
씨유테크,376290,KOSDAQ,S99,기타
씨이랩,189330,KOSDAQ,S99,기타
